|Motor: 0|	|RPM: -0.40180087089538574|	|Amps: 95.375|	|Bus Volts: 27.4453125|	|Time (s): 0.02736999999999945|
|Motor: 1|	|RPM: -0.40180087089538574|	|Amps: 95.375|	|Bus Volts: 27.4453125|	|Time (s): 0.05056299999999947|
|Motor: 2|	|RPM: -0.40180087089538574|	|Amps: 95.375|	|Bus Volts: 27.4453125|	|Time (s): 0.07387599999999939|
|Motor: 3|	|RPM: -0.40180087089538574|	|Amps: 95.375|	|Bus Volts: 27.4453125|	|Time (s): 0.09703499999999998|
